,game_pk,away_team,away_sp,np,ip,er,k,bb,h
1487,717289,AZ,614179,28,1.67,3.0,1,0,5
1488,717288,SD,605397,92,6.0,3.0,6,1,7
1489,717287,ATL,693821,105,6.0,2.0,2,2,4
1490,717292,COL,621389,41,3.0,0.0,2,0,2
1491,717285,CWS,608337,101,5.0,0.0,9,3,6
1492,717284,LAD,686218,90,3.67,8.0,4,5,8
1493,717283,PHI,605400,85,7.0,3.0,7,0,6
1494,717281,TOR,666201,91,5.33,3.0,6,4,3
1495,717279,HOU,686613,88,6.0,2.0,4,2,6
1496,717278,PIT,656605,101,5.0,6.0,7,1,9
1497,717286,STL,656756,98,6.0,5.0,4,2,6
1498,718558,SF,548389,87,6.0,3.0,3,0,10
1499,717282,COL,656234,28,2.0,0.0,0,0,1
1500,717280,BAL,665152,95,7.0,1.0,3,2,3
1501,717277,KC,642232,99,6.0,1.0,1,0,6
1502,717276,PIT,682990,89,5.33,4.0,4,3,4
1503,717275,SEA,622491,104,7.0,2.0,9,2,4
1504,717273,CIN,668933,110,5.33,2.0,8,4,5
1505,717271,TOR,621244,94,5.0,2.0,3,4,5
1506,717268,STL,425794,76,5.0,2.0,3,2,4
1507,717274,TEX,592351,82,5.0,6.0,6,3,7
1508,717272,OAK,605463,12,1.0,0.0,2,0,1
1509,717270,MIA,665795,53,2.0,3.0,0,2,4
1510,717269,COL,596295,87,6.0,0.0,4,0,6
1511,717267,BAL,502043,92,6.0,2.0,5,0,4
1512,717266,NYM,434378,98,6.0,0.0,6,4,2
1513,717265,LAA,656288,93,5.0,2.0,8,0,7
1514,717264,SEA,669923,89,4.0,5.0,9,1,7
1515,717261,ATL,450203,80,3.67,4.0,1,5,6
1516,717262,CIN,671096,113,6.0,0.0,9,1,7
1517,717260,KC,425844,71,5.0,4.0,1,0,4
1518,717259,STL,571927,93,6.0,0.0,6,1,5
1519,717258,PIT,448179,83,4.33,2.0,3,2,7
1520,717256,TOR,605135,105,5.0,2.0,6,4,4
1521,717255,TEX,666720,44,2.0,2.0,3,1,2
1522,717263,CHC,543294,87,6.33,3.0,4,1,4
1523,717257,COL,663567,78,6.0,0.0,2,1,3
1524,717254,CIN,594902,89,6.67,2.0,3,0,8
1525,717253,TOR,579328,103,6.0,1.0,8,2,7
1526,717252,MIA,645261,97,9.0,1.0,7,1,5
1527,717250,SEA,682243,92,5.67,6.0,7,0,8
1528,717249,KC,679525,75,2.67,4.0,3,4,5
1529,717251,OAK,676206,49,2.67,3.0,4,1,3
1530,717246,PIT,670912,90,6.0,1.0,5,3,3
1531,717245,BAL,680694,84,6.67,5.0,3,2,7
1532,717244,STL,656427,95,5.0,3.0,4,2,8
1533,717242,ATL,675911,91,6.33,2.0,10,1,6
1534,717240,CHC,573186,85,3.33,7.0,4,2,9
1535,717239,TEX,571760,90,5.0,3.0,3,3,4
1536,717248,NYM,500779,94,6.0,2.0,5,3,6
1537,717247,LAA,663776,97,5.0,0.0,4,2,4
1538,717243,LAA,660271,111,9.0,0.0,8,3,1
1539,717241,WSH,680686,106,6.0,0.0,4,3,2
1540,717233,CLE,676440,97,6.67,3.0,6,2,6
1541,717238,CHC,657006,92,6.0,1.0,4,3,5
1542,717230,WSH,669022,95,5.0,3.0,2,4,5
1543,717237,NYY,543037,110,7.0,0.0,5,0,3
1544,717236,DET,681857,88,6.0,4.0,2,0,8
1545,717235,LAA,608337,73,5.33,3.0,5,1,6
1546,717232,MIN,543243,80,6.0,3.0,5,0,5
1547,717231,MIL,605288,90,4.0,6.0,3,2,8
1548,717229,TB,663556,86,5.0,3.0,6,0,8
1549,717234,PHI,554430,90,6.67,1.0,11,1,3
1550,717227,OAK,676664,92,5.0,1.0,5,1,4
1551,717226,CHC,669713,35,2.0,1.0,4,1,2
1552,717225,CIN,682227,77,5.67,2.0,2,4,8
1553,717224,TEX,641540,90,5.0,3.0,4,3,5
1554,717223,SEA,669302,93,6.33,2.0,5,0,9
1555,717220,BOS,676710,86,5.67,1.0,7,1,3
1556,717228,CLE,675540,54,3.0,1.0,0,3,2
1557,717222,LAA,672282,91,4.67,2.0,5,2,3
1558,717219,NYY,657376,96,5.0,3.0,2,1,5
1559,717218,DET,689225,37,2.0,0.0,2,0,3
1560,717217,CLE,671106,90,6.0,5.0,4,3,8
1561,717216,PHI,605400,98,4.67,5.0,6,3,9
1562,717215,WSH,571578,93,5.67,4.0,2,0,6
1563,717214,TB,671737,86,3.33,5.0,4,4,3
1564,717221,BOS,572020,104,5.0,1.0,5,2,8
1565,717212,OAK,621112,106,6.0,2.0,7,0,9
1566,717211,MIL,527054,82,5.0,9.0,4,0,11
1567,717210,SEA,693433,73,5.0,3.0,0,2,7
1568,717209,TEX,527048,98,5.67,4.0,1,3,9
1569,717207,MIN,641927,90,4.0,6.0,5,0,11
1570,717205,CIN,596133,87,6.0,1.0,2,2,2
1571,717213,CHC,592791,84,6.0,1.0,4,4,2
1572,717208,PHI,650911,73,5.0,0.0,3,2,0
1573,717206,MIL,607067,80,5.0,5.0,8,2,5
1574,717204,CLE,650644,81,6.0,0.0,4,2,3
1575,717203,WSH,592866,89,4.0,5.0,2,4,7
1576,717202,DET,669373,78,4.67,4.0,4,0,6
1577,717201,LAA,542881,101,6.33,1.0,2,1,7
1578,717200,NYY,622663,80,3.33,9.0,5,2,10
1579,717198,MIN,628317,94,5.0,2.0,7,2,4
1580,717197,BOS,657514,27,1.0,1.0,2,1,1
1581,717196,TB,641793,82,5.0,2.0,4,0,8
1582,717195,CHC,543294,93,7.0,2.0,2,1,8
1583,717194,CIN,668933,85,6.0,0.0,2,0,5
1584,717193,SEA,622491,102,6.0,0.0,7,1,2
1585,717191,TEX,674003,76,3.0,1.0,5,3,4
1586,717199,OAK,665622,91,5.33,2.0,6,0,6
1587,717188,CIN,671096,76,3.33,4.0,5,3,5
1588,717192,MIL,669203,95,6.0,2.0,5,3,4
1589,717190,AZ,669194,95,6.67,2.0,1,3,5
1590,717189,PHI,592836,100,6.67,2.0,4,2,6
1591,717187,LAA,681217,63,5.0,1.0,4,0,3
1592,717179,SD,607625,104,7.0,2.0,9,3,5
1593,717185,TB,607192,94,7.0,1.0,8,2,3
1594,717184,CLE,592789,68,5.33,1.0,0,2,2
1595,717181,BOS,601713,104,7.33,3.0,10,0,5
1596,717186,BAL,502043,97,6.0,1.0,5,2,4
1597,717183,MIL,642547,94,6.0,3.0,7,2,6
1598,717182,PHI,624133,81,6.33,1.0,3,2,10
1599,717180,AZ,668678,91,6.0,3.0,6,1,7
1600,717178,DET,666159,85,6.0,4.0,6,0,8
1601,717177,BAL,680694,98,7.0,3.0,7,1,4
1602,717176,LAA,663776,90,5.0,2.0,3,4,3
1603,717174,MIN,641154,94,6.0,1.0,5,0,4
1604,717175,TB,621107,72,6.0,0.0,5,0,3
1605,717172,CLE,668909,93,5.0,2.0,6,4,4
1606,717171,OAK,686610,86,3.67,4.0,5,3,1
1607,717170,NYM,500779,89,6.67,3.0,2,2,6
1608,717169,SD,658648,88,4.0,1.0,7,3,5
1609,717168,CWS,669947,80,6.0,1.0,6,1,3
1610,717167,BOS,678394,86,6.0,4.0,7,2,8
1611,717173,CIN,594902,94,4.0,13.0,2,2,13
1612,717160,TB,663556,82,4.0,5.0,3,0,5
1613,717166,DET,593958,93,6.0,2.0,5,1,7
1614,717164,AZ,677944,59,4.67,2.0,2,1,4
1615,717163,CLE,676440,90,5.0,2.0,4,4,7
1616,717162,MIL,489119,60,4.0,1.0,5,2,3
1617,717161,BOS,676710,81,5.0,0.0,5,1,4
1618,717159,PHI,554430,98,6.0,2.0,4,1,5
1619,717165,LAA,608337,87,3.67,9.0,2,3,8
1620,717157,BAL,680570,96,5.67,3.0,6,2,2
1621,717156,NYM,673540,99,5.67,3.0,6,2,11
1622,717155,MIN,657746,103,4.0,7.0,4,1,9
1623,717154,OAK,663687,78,3.0,8.0,2,3,9
1624,717153,CIN,682227,77,4.33,5.0,7,2,4
1625,717152,CWS,656302,79,1.67,7.0,1,3,7
1626,717158,SD,607259,38,3.0,0.0,3,0,1
1627,717151,AZ,694297,84,7.0,1.0,7,1,2
1628,717150,BAL,656427,92,6.0,1.0,8,2,4
1629,717149,CWS,657053,98,5.33,4.0,9,4,5
1630,717148,NYM,471911,74,6.0,6.0,0,1,8
1631,717147,PHI,547179,101,8.0,2.0,5,1,6
1632,717146,CIN,596133,83,3.0,4.0,5,4,4
1633,717145,MIN,543243,77,7.0,2.0,8,0,5
1634,717144,SEA,693433,83,6.0,2.0,6,2,4
1635,717143,PIT,656605,90,5.0,8.0,5,3,9
1636,717142,HOU,664299,102,4.67,3.0,4,3,4
1637,717137,OAK,676664,95,5.0,2.0,5,3,6
1638,717140,KC,543475,91,5.67,5.0,2,0,8
1639,717141,ATL,608331,72,6.0,0.0,8,0,3
1640,717139,WSH,571578,83,6.33,3.0,2,1,4
1641,717138,HOU,686613,93,6.0,2.0,4,1,5
1642,717136,TOR,666201,89,6.67,3.0,5,2,6
1643,717135,TB,641793,74,6.0,0.0,1,1,3
1644,717134,NYM,656849,52,3.0,0.0,1,3,1
1645,717128,AZ,518876,93,6.0,2.0,9,1,6
1646,717132,CWS,605182,82,5.0,3.0,2,1,8
1647,717131,PIT,682990,88,4.0,3.0,3,3,5
1648,717130,SEA,622491,100,6.0,7.0,6,1,10
1649,717129,LAD,676272,82,3.67,1.0,3,1,6
1650,717127,COL,623167,72,5.0,3.0,2,0,10
1651,717133,MIA,666200,90,5.33,4.0,8,2,6
1652,717120,WSH,672851,86,6.0,3.0,7,0,3
1653,717125,TOR,621244,85,5.67,3.0,6,0,6
1654,717124,MIA,666277,59,3.0,3.0,4,3,3
1655,717123,KC,679525,66,4.0,3.0,4,2,6
1656,717122,TB,650644,90,4.33,3.0,4,0,9
1657,717121,ATL,693821,97,4.33,5.0,3,3,7
1658,717119,COL,621389,80,4.67,4.0,2,1,8
1659,717126,HOU,434378,97,7.0,2.0,4,2,7
1660,717117,SF,548389,74,5.33,1.0,7,0,3
1661,717109,SEA,669923,96,7.0,1.0,5,0,3
1662,717112,LAD,675627,20,1.33,0.0,4,0,1
1663,717118,AZ,669194,60,3.0,6.0,5,0,8
1664,717115,CWS,656629,97,5.33,2.0,3,4,3
1665,717114,NYM,656731,102,4.67,5.0,3,0,9
1666,717116,PIT,663559,63,4.0,1.0,2,1,6
1667,717113,KC,425844,59,4.0,5.0,4,0,7
1668,717111,TOR,605135,96,7.0,1.0,6,3,7
1669,717110,HOU,664353,62,3.33,5.0,1,3,3
1670,717108,CWS,669947,96,6.0,2.0,6,1,6
1671,717107,NYM,500779,92,6.0,2.0,6,2,6
1672,717105,PIT,670912,101,7.0,0.0,6,3,2
1673,717104,WSH,663623,94,4.33,3.0,6,2,5
1674,717106,AZ,668678,97,7.0,2.0,8,2,4
1675,717102,MIA,645261,105,6.0,4.0,7,0,6
1676,717101,SEA,682243,85,5.0,1.0,10,0,5
1677,717100,SF,502171,77,5.33,5.0,3,1,7
1678,717099,COL,596295,79,6.0,0.0,2,3,6
1679,717098,ATL,450203,99,4.33,5.0,4,4,4
1680,717093,LAD,458681,96,6.0,1.0,6,2,4
1681,717103,TB,541640,58,3.0,1.0,3,1,3
1682,717092,CHC,592767,97,5.0,7.0,5,2,8
1683,717097,MIA,691587,78,4.67,4.0,7,2,5
1684,717095,ATL,675911,63,2.67,6.0,3,3,5
1685,717094,LAD,664062,84,6.0,6.0,3,1,9
1686,717091,MIN,641154,96,7.0,0.0,8,0,5
1687,717081,TEX,641540,94,6.0,3.0,6,3,5
1688,717089,KC,666142,104,6.67,1.0,11,1,4
1689,717088,NYY,543037,105,7.0,4.0,3,2,5
1690,717087,TOR,547943,52,4.0,0.0,2,1,0
1691,717086,COL,663567,81,3.67,5.0,4,3,4
1692,717090,SF,657277,106,5.67,1.0,6,0,7
1693,717079,ATL,630023,87,5.0,6.0,5,2,7
1694,717085,STL,571945,80,7.0,2.0,5,0,8
1695,717084,HOU,664285,93,7.0,6.0,3,2,8
1696,717083,MIA,666129,79,6.0,2.0,3,0,6
1697,717082,WSH,592866,103,4.67,6.0,7,1,8
1698,717080,CHC,592791,96,7.0,2.0,7,0,3
1699,717096,WSH,680686,92,4.67,4.0,5,2,6
1700,717078,COL,607536,79,6.0,3.0,4,0,8
1701,717076,MIN,543243,90,6.0,2.0,10,0,7
1702,717075,NYY,657376,88,5.33,1.0,7,1,4
1703,717074,TOR,579328,95,7.0,1.0,6,1,3
1704,717073,LAD,628711,95,6.0,0.0,5,1,4
1705,717072,SD,607259,53,3.0,0.0,1,1,4
1706,717069,TEX,453286,89,7.0,1.0,6,2,3
1707,717068,SF,518397,11,0.0,3.0,0,0,3
1708,717077,KC,663903,96,6.67,3.0,4,2,5
1709,717071,SF,676254,17,1.0,0.0,3,0,1
1710,717070,MIA,456501,77,5.0,3.0,5,1,5
1711,717067,HOU,664299,105,5.0,2.0,3,3,4
1712,717066,WSH,669022,83,5.0,6.0,5,1,7
1713,717064,STL,641712,73,5.0,3.0,2,1,7
1714,717063,TEX,656756,95,6.0,2.0,5,1,7
1715,717062,CHC,543294,94,5.0,2.0,6,2,5
1716,717065,COL,623167,106,5.0,5.0,4,2,8
1717,717060,TOR,592332,90,7.0,0.0,6,0,4
1718,717059,KC,543475,102,8.0,4.0,6,1,7
1719,717058,ATL,608331,79,4.0,4.0,4,1,6
1720,717057,LAD,676272,91,6.0,0.0,4,4,4
1721,717055,SD,506433,89,6.0,0.0,4,2,6
1722,717054,NYY,641656,10,1.0,0.0,1,1,0
1723,717061,MIN,641927,93,5.0,4.0,9,1,11
1724,717056,ATL,693821,87,5.0,5.0,5,2,6
1725,717053,HOU,686613,97,6.0,5.0,7,0,8
1726,717052,TOR,666201,93,4.0,4.0,6,3,4
1727,717051,KC,680735,29,2.0,0.0,2,0,1
1728,717050,MIN,628317,89,6.0,1.0,4,1,3
1729,717048,STL,669461,101,8.0,0.0,7,0,2
1730,717045,COL,621389,83,6.0,1.0,2,2,3
1731,717049,WSH,571578,87,5.0,0.0,2,7,1
1732,717047,NYY,641656,29,2.0,2.0,2,0,3
1733,717046,CIN,671096,98,5.67,2.0,9,0,4
1734,717044,MIN,572971,49,1.67,6.0,0,2,6
1735,717043,OAK,621112,103,5.67,4.0,3,4,8
1736,717042,DET,669373,94,5.33,4.0,3,2,7
1737,717041,CHC,665871,90,7.0,1.0,2,1,4
1738,717040,ATL,450203,105,5.0,0.0,4,7,3
1739,717038,CLE,675540,70,5.0,5.0,1,2,6
1740,717037,LAA,672282,48,2.33,7.0,0,3,7
1741,717036,MIL,669203,107,5.67,5.0,5,3,8
1742,717035,SD,605483,98,6.0,2.0,7,4,2
1743,717034,BAL,502043,89,5.33,9.0,4,2,12
1744,717032,COL,596295,78,5.0,2.0,2,1,8
1745,717031,TEX,592351,87,7.0,0.0,7,0,2
1746,717039,STL,425794,39,1.0,8.0,0,0,9
1747,718371,ATL,642216,111,7.0,0.0,9,2,4
1748,717030,OAK,665622,84,4.0,1.0,4,2,4
1749,717029,TEX,571760,40,1.33,1.0,1,2,3
1750,717028,MIN,641154,92,6.0,0.0,7,1,4
1751,717026,CHC,657006,84,5.0,3.0,7,0,6
1752,717025,NYY,650633,41,2.0,2.0,3,0,4
1753,717024,CLE,668909,87,5.0,1.0,10,0,5
1754,717033,DET,666159,90,5.33,0.0,1,3,2
1755,717022,LAA,542881,82,4.67,7.0,6,3,6
1756,717021,ATL,675911,105,7.0,0.0,6,4,3
1757,717020,SD,448179,83,3.33,3.0,4,1,7
1758,717019,STL,571927,94,6.0,2.0,5,0,4
1759,717018,BAL,608344,67,5.0,0.0,6,1,2
1760,717017,COL,663567,85,6.0,3.0,4,1,7
1761,717023,MIL,605540,86,6.33,2.0,5,1,4
1762,717027,CIN,596133,77,3.67,4.0,7,1,6
1763,717016,OAK,686610,96,5.0,1.0,4,1,7
1764,717015,CIN,682227,88,5.67,1.0,6,2,2
1765,717014,DET,593958,94,5.0,6.0,8,1,10
1766,717013,ATL,630023,95,4.67,6.0,5,2,7
1767,717012,CHC,592791,89,3.0,8.0,2,2,8
1768,717011,NYY,543037,99,6.0,2.0,6,2,6
1769,717008,TEX,641540,106,7.0,1.0,12,0,7
1770,717009,MIN,543243,80,6.0,0.0,7,3,2
1771,717007,COL,607536,89,5.0,4.0,1,1,6
1772,717006,MIL,642547,103,6.0,0.0,6,3,4
1773,717005,BAL,680694,90,6.0,2.0,7,1,5
1774,717004,LAA,681217,84,5.0,0.0,5,2,4
1775,717003,SD,607625,87,5.0,2.0,4,0,6
1776,717010,CLE,676440,97,7.0,2.0,5,0,7
1777,717000,HOU,664285,95,7.67,3.0,4,1,6
1778,717001,NYY,657376,68,2.33,8.0,3,2,9
1779,717002,PIT,682990,102,5.0,6.0,3,3,7
1780,716999,TB,607192,87,6.0,1.0,7,3,3
1781,716995,OAK,676664,97,5.0,3.0,6,4,6
1782,716997,LAA,663776,83,2.67,4.0,6,6,4
1783,716996,BAL,680570,95,7.0,1.0,6,1,3
1784,716994,SEA,669302,98,4.33,4.0,5,2,7
1785,716998,AZ,518876,92,6.0,2.0,11,1,5
1786,716993,BOS,601713,86,4.33,4.0,7,3,5
1787,716991,HOU,664299,95,4.67,4.0,2,1,6
1788,716990,PHI,554430,107,7.0,1.0,5,4,3
1789,716989,TB,641793,79,5.67,2.0,5,0,3
1790,716988,PIT,663559,82,5.33,1.0,5,1,4
1791,716987,NYY,622663,83,4.0,3.0,5,2,5
1792,716986,CWS,657053,87,4.0,3.0,4,5,3
1793,716992,CLE,671106,87,6.0,0.0,7,3,4
1794,716984,OAK,657093,90,4.33,5.0,4,2,7
1795,716983,DET,656412,81,5.0,0.0,6,1,1
1796,716981,SEA,676106,76,5.0,5.0,1,0,9
1797,716980,BAL,656427,84,3.0,7.0,3,4,4
1798,716979,MIL,605288,75,5.33,3.0,6,0,5
1799,716978,AZ,573009,13,1.0,0.0,0,0,0
1800,716985,LAA,608337,110,6.0,4.0,5,2,7
1801,716982,BOS,572020,92,6.0,2.0,3,1,5
1802,716977,AZ,677944,76,4.0,2.0,4,3,4
1803,716976,DET,681857,67,2.67,4.0,3,1,8
1804,716975,TB,650644,89,6.0,0.0,5,1,5
1805,716974,PIT,670912,78,4.0,4.0,3,5,5
1806,716973,CLE,592789,97,4.33,5.0,3,2,8
1807,716972,HOU,434378,94,5.0,4.0,2,2,9
1808,716968,CWS,605182,102,7.0,0.0,7,2,3
1809,716970,NYY,681190,60,3.33,2.0,3,3,2
1810,716969,OAK,621112,86,7.0,0.0,8,1,6
1811,716967,PHI,605400,92,5.0,4.0,7,4,4
1812,716965,BAL,665152,94,6.0,3.0,4,2,5
1813,716963,SEA,622491,99,7.0,4.0,3,1,9
1814,716962,MIL,489119,83,5.0,3.0,2,2,7
1815,716971,LAA,672282,108,7.33,0.0,5,4,1
1816,716966,BOS,519242,65,4.33,2.0,3,3,2
1817,716961,MIL,669203,98,7.0,0.0,9,2,2
1818,716964,SEA,669923,73,6.0,4.0,2,0,8
1819,716957,AZ,668678,100,6.33,1.0,3,1,3
1820,716958,NYM,500779,97,6.0,2.0,5,4,3
1821,716960,PHI,547179,74,3.33,6.0,1,1,8
1822,716959,DET,666214,83,5.0,0.0,3,2,4
1823,716956,DET,669373,88,6.0,1.0,7,1,3
1824,716955,KC,666142,106,6.0,3.0,9,2,8
1825,716953,BOS,678394,98,6.0,1.0,4,1,6
1826,716952,NYM,664192,84,5.67,0.0,5,2,4
1827,716951,PIT,656578,71,4.33,2.0,6,3,4
1828,716954,TOR,621244,100,5.67,0.0,8,4,1
1829,716949,SF,502171,103,5.67,4.0,3,2,8
1830,716948,SEA,682243,82,6.33,0.0,2,1,2
1831,716947,CWS,656629,76,4.0,9.0,1,4,6
1832,716946,MIA,645261,96,6.0,3.0,6,1,7
1833,716945,TB,541640,47,3.33,5.0,3,1,5
1834,716944,BAL,502043,95,5.0,4.0,6,0,9
1835,716942,AZ,694297,107,7.0,0.0,5,3,1
1836,716950,MIL,605540,92,5.33,4.0,4,2,3
1837,716936,PIT,656605,98,6.0,2.0,12,1,7
1838,716937,KC,663903,91,3.67,4.0,3,2,9
1839,716938,MIL,642547,109,5.67,1.0,11,2,4
1840,716943,BOS,676710,82,6.0,1.0,5,2,1
1841,716940,NYM,673540,97,7.0,1.0,5,2,2
1842,716941,PHI,650911,78,6.0,2.0,5,0,7
1843,716935,TOR,605135,79,6.0,2.0,6,1,3
1844,716939,DET,666159,87,6.0,1.0,2,1,5
1845,716934,SF,657277,95,6.0,4.0,5,0,9
1846,716919,AZ,518876,102,5.33,3.0,3,4,5
1847,716932,SEA,669302,92,6.0,2.0,3,1,8
1848,716931,AZ,543518,40,2.33,0.0,2,1,1
1849,716930,BAL,608344,77,5.0,1.0,3,1,4
1850,716926,MIA,666129,81,6.0,3.0,6,0,5
1851,716925,TB,621107,74,6.0,1.0,4,1,4
1852,716915,TB,607192,89,6.0,4.0,7,0,8
1853,716909,MIA,691587,90,6.0,0.0,10,0,2
1854,716933,CWS,669947,86,3.0,5.0,2,5,5
1855,716923,PIT,621366,19,2.0,0.0,3,0,0
1856,716929,PHI,554430,99,7.0,4.0,5,1,7
1857,716928,BOS,670174,21,1.0,0.0,2,1,0
1858,716927,SF,596001,43,1.67,0.0,1,0,2
1859,716924,TOR,547943,83,5.0,0.0,7,1,4
1860,716922,DET,593958,105,6.67,1.0,6,1,4
1861,716918,MIL,605288,82,5.0,1.0,7,1,6
1862,716920,SEA,676106,31,2.0,0.0,2,0,2
1863,716921,NYM,471911,75,4.0,3.0,3,0,9
1864,716917,KC,543475,92,8.0,4.0,2,1,5
1865,716916,CWS,656302,105,4.67,4.0,6,2,7
1866,716914,BAL,680694,92,6.0,0.0,8,1,2
1867,716913,CHC,665871,91,5.33,2.0,4,2,5
1868,716912,STL,680723,90,3.67,6.0,4,4,8
1869,716911,SF,518397,19,0.67,1.0,2,0,3
1870,716908,BOS,572020,101,4.0,6.0,4,3,9
1871,716910,NYM,656849,93,4.67,4.0,4,2,7
1872,716906,TEX,656756,92,8.0,0.0,6,1,4
1873,716905,SEA,622491,95,7.0,1.0,9,0,5
1874,716904,KC,656353,14,1.0,0.0,0,1,0
1875,716907,MIA,677960,83,3.33,5.0,4,5,5
1876,716897,LAD,676272,97,6.33,4.0,5,1,6
1877,716901,STL,425794,69,4.67,6.0,3,1,7
1878,716900,WSH,680686,101,6.0,1.0,4,5,1
1879,716899,SF,690986,65,3.33,2.0,5,1,5
1880,716902,TOR,579328,82,4.67,3.0,6,1,7
1881,716898,COL,621389,89,4.0,3.0,4,3,7
1882,716896,CHC,592767,82,3.67,7.0,4,3,8
1883,716891,NYM,656731,95,4.67,3.0,5,2,8
1884,716894,MIN,641927,78,5.0,2.0,3,3,2
1885,716893,SEA,693433,65,4.0,1.0,3,1,3
1886,716892,CIN,668933,94,7.0,3.0,10,2,5
1887,716889,TEX,592351,83,4.0,5.0,5,3,7
1888,716888,KC,672582,62,3.0,5.0,4,1,5
1889,716887,MIA,666200,88,6.0,0.0,7,1,2
1890,716895,BOS,656557,69,5.0,3.0,2,3,4
1891,716883,MIA,645261,105,6.67,4.0,3,3,7
1892,716903,CIN,680689,79,4.33,3.0,3,3,4
1893,716890,CIN,671096,75,4.0,3.0,5,4,5
1894,716886,STL,668868,90,5.0,2.0,5,1,6
1895,716885,CHC,592791,99,5.67,4.0,6,1,4
1896,716884,KC,666142,99,6.0,0.0,11,0,2
1897,716882,MIN,628317,92,5.0,3.0,6,2,4
1898,716875,LAD,477132,33,2.0,1.0,4,0,1
1899,716880,COL,596295,82,6.0,3.0,4,2,7
1900,716879,SF,502171,92,5.0,2.0,4,0,5
1901,716878,BOS,519242,80,5.0,4.0,9,1,6
1902,716877,WSH,669022,80,4.0,2.0,4,1,4
1903,716876,NYM,500779,100,5.33,5.0,5,3,9
1904,716881,SEA,669923,100,5.67,3.0,9,0,8
1905,716874,TOR,592332,107,6.0,2.0,8,1,5
1906,716873,BOS,678394,103,7.0,1.0,4,3,9
1907,716872,WSH,571578,93,6.0,3.0,7,3,7
1908,716871,LAD,657571,20,1.0,0.0,0,0,1
1909,716870,CHC,657006,100,6.0,2.0,6,2,6
1910,716869,COL,663567,99,5.0,2.0,6,1,4
1911,716868,CIN,682227,98,6.0,0.0,6,1,6
1912,716867,TEX,571760,76,4.33,3.0,5,1,7
1913,716865,TOR,621244,79,6.0,5.0,4,0,9
1914,716864,OAK,686610,86,5.0,2.0,4,0,7
1915,716866,LAD,458681,94,6.0,3.0,1,1,10
1916,716863,WSH,672851,94,6.0,0.0,3,0,3
1917,716862,CHC,543294,94,5.67,2.0,4,1,6
1918,716861,STL,571945,96,6.0,5.0,3,0,8
1919,716860,CLE,676440,97,6.0,2.0,5,1,6
1920,716859,COL,607536,75,6.0,3.0,3,0,8
1921,716858,HOU,664285,114,7.0,0.0,6,5,0
1922,716852,ATL,675911,94,7.0,1.0,9,1,3
1923,716856,OAK,594943,87,5.0,2.0,2,3,5
1924,716855,LAA,663776,107,6.0,1.0,7,4,2
1925,716854,NYY,543037,100,7.67,1.0,11,0,3
1926,716853,KC,663903,87,4.0,4.0,6,1,9
1927,716851,CIN,668881,90,3.67,5.0,4,5,5
1928,716850,TEX,641540,82,4.0,4.0,6,6,5
1929,716857,SD,506433,76,4.0,5.0,3,1,6
1930,716844,WSH,663623,96,6.0,1.0,3,3,4
1931,716848,ATL,608331,98,6.0,2.0,8,2,6
1932,716847,STL,641712,105,5.67,5.0,1,5,6
1933,716849,LAD,628711,91,6.0,6.0,9,1,8
1934,716846,CLE,671106,62,4.0,5.0,2,1,6
1935,716845,NYY,657376,99,6.67,1.0,5,0,6
1936,716843,HOU,686613,91,5.0,2.0,9,2,4
1937,716837,COL,623167,90,5.0,2.0,7,1,4
1938,716841,OAK,676664,98,6.0,6.0,8,2,9
1939,716840,LAA,681217,58,3.33,2.0,3,2,2
1940,716839,TEX,453286,101,7.0,2.0,10,1,4
1941,716838,SD,658648,78,4.33,5.0,4,2,5
1942,716833,CIN,518585,23,1.33,0.0,4,0,1
1943,716832,KC,543475,81,3.0,7.0,4,3,6
1944,716842,CHC,696136,80,5.0,1.0,9,1,2
1945,716836,COL,621389,86,7.0,1.0,7,1,3
1946,716835,STL,680723,96,5.33,2.0,6,1,5
1947,716834,CHC,665871,92,7.0,1.0,7,2,3
1948,716831,LAD,657571,18,1.0,0.0,0,1,1
1949,716830,HOU,434378,98,5.0,0.0,7,2,2
1950,716829,LAA,656288,94,7.0,1.0,9,1,5
1951,716828,NYY,607074,84,4.67,2.0,7,2,4
1952,716826,OAK,621112,104,6.0,2.0,6,2,8
1953,716825,CLE,592789,94,6.0,5.0,3,3,4
1954,716824,TEX,656756,91,5.33,3.0,4,2,4
1955,716822,SD,608379,97,5.33,4.0,5,5,4
1956,716821,CIN,668933,91,6.67,2.0,5,1,7
1957,716820,KC,679525,101,5.67,3.0,9,2,5
1958,716819,ATL,694363,83,4.67,4.0,3,2,4
1959,716827,WSH,592866,104,7.0,2.0,5,2,5
1960,716814,HOU,664299,100,4.0,4.0,4,6,6
1961,716818,TEX,592351,89,6.0,3.0,9,1,4
1962,716817,LAA,608337,106,5.67,5.0,6,4,4
1963,716823,CIN,671096,85,3.33,3.0,6,3,5
1964,716815,CWS,656629,95,4.0,4.0,5,4,7
1965,716813,CLE,675540,53,2.0,6.0,2,1,6
1966,716816,WSH,680686,63,2.0,4.0,2,4,4
1967,716811,PIT,670912,112,9.0,0.0,5,2,2
1968,716804,OAK,666205,86,4.0,6.0,6,3,9
1969,716805,AZ,668678,101,5.33,6.0,3,3,9
1970,716812,ATL,693821,98,6.0,4.0,4,1,8
1971,716809,SD,605483,109,7.0,0.0,9,5,2
